miRNA	transcript	r	p.value	number_of_cell_line	m_min	m_median	m_max	m_mean	t_min	t_median	t_max	t_mean
hsa-mir-548ar	CDC16	0.0166	0.92	39	0	0	0.9051	0.0377039587628866	3.441932	36.741195	101.461909	39.7914481202749
hsa-mir-548as	GPC5	NA	NA	NA	0	0	0	0	0	0.012526	1.716113	0.0454761030927835
hsa-mir-548as	GPC5-IT1	NA	NA	NA	0	0	0	0	0	0	1.07366	0.0219562268041237
hsa-mir-548at	ATP6V0A1	-0.0208	0.883	53	0	0	1.455008	0.0516250481099656	1.18619	12.871107	42.424722	13.4634927560137
hsa-mir-548au	PHF2	-0.0959	0.258	141	0	0.122195	5.123541	0.253965274914089	2.07027	12.4834	35.551472	12.4394270756014
hsa-mir-548av	NETO1	NA	NA	NA	0	0	0.432207	0.00493627835051546	0	0.003813	0.893032	0.0245232027491409
hsa-mir-548aw	GFI1B	-0.212	0.0932	64	0	0	1.280885	0.11991352233677	0	0.009747	1.51086	0.039006676975945
hsa-mir-548ax	ARHGAP6	-0.532	0.114	10	0	0	0.405323	0.00842354639175258	0	0.864714	22.329534	1.78145242268041
hsa-mir-548b	FAM184A	0.198	0.0203	137	0	0	3.510505	0.284089030927835	0	0.098665	3.041376	0.233122804123711
hsa-mir-548ba	AC009975.1	0.257	0.11	40	0	0	1.560991	0.0636550481099656	0	0.027184	9.605845	0.252594309278351
hsa-mir-548bb	FHIT	NA	NA	NA	0	0	0.197195	0.000677646048109966	0.409077	6.237605	16.85934	6.52969818213058
hsa-mir-548c	RASSF3	NA	NA	NA	0	0	0	0	5.949062	27.538739	101.164486	29.2586454398625
hsa-mir-548d-1	ATAD2	-0.0214	0.806	134	0	0	1.735357	0.190715577319588	1.707158	11.59918	71.51621	12.7453327113402
hsa-mir-548e	SHOC2	0.0148	0.823	231	0	0.423373	3.395018	0.57073260137457	5.091982	13.366519	43.25203	13.8357566013746
hsa-mir-548f-1	PCDH15	0.0336	0.8	59	0	0.439666	23.17017	1.2144230652921	0	0	0.224613	0.0051072852233677
hsa-mir-548f-2	ERBB4	NA	NA	NA	0	0	0	0	0	0	0.134989	0.0028066116838488
hsa-mir-548f-3	TMEM232	NA	NA	NA	0	0	0	0	0	0.081967	1.269806	0.11087741580756
hsa-mir-548f-5	DMD	NA	NA	NA	0	0	0.277647	0.000954113402061856	0	0.080497	4.919335	0.244751189003436
hsa-mir-548h-1	ESR2	NA	NA	NA	0	0	0	0	0	0.039839	0.274393	0.0497724604810997
hsa-mir-548h-3	HS3ST3A1	NA	NA	NA	0	0	0	0	0	0.356366	11.184237	0.734204652920962
hsa-mir-548j	TPST2	-0.114	0.116	193	0	0.272538	10.74202	0.401398457044674	2.440803	12.693981	111.92186	14.1239371821306
hsa-mir-548k	PPFIA1	-0.19	0.0293	132	0	0	1.469085	0.200393092783505	0.653723	12.457628	30.005665	12.6673334742268
hsa-mir-548l	MRE11	0.0309	0.778	86	0	0	1.473818	0.104463577319588	1.217418	7.91547	28.556707	8.29953638487972
hsa-mir-548n	DPY19L1	0.0421	0.724	73	0	0	1.240312	0.0730550515463917	2.029892	12.24798	44.307345	13.7686615463918
hsa-mir-548o-2	RALGAPB	0.0129	0.85	216	0	0.317768	3.510505	0.416892903780069	2.99812	10.912069	33.371196	12.5119570378007
hsa-mir-548p	ST8SIA4	-0.389	0.745	3	0	0	0.31076	0.00281416151202749	0.09091	1.018234	10.060745	1.36843558419244
hsa-mir-548s	LPIN1	0.24	0.000834	190	0	0.230923	2.965585	0.36349135395189	1.112091	8.094274	39.410126	9.44447254639175
hsa-mir-548t	GALNT7	0.137	0.103	142	0	0	2.796838	0.249823783505155	1.736021	24.495552	115.526288	27.8449571993127
hsa-mir-548u	PRIM2	-0.221	0.634	7	0	0	0.631347	0.0072910206185567	2.779528	10.535391	22.79811	10.6190697010309
hsa-mir-548v	MTUS1	0.205	0.00203	225	0	0.488829	8.682181	0.857204429553265	0.545263	16.015237	113.128907	18.386461185567
hsa-mir-548w	AC093516.1	NA	NA	NA	0	0	0	0	0	0	0.069245	0.000584278350515464
hsa-mir-548w	HS3ST4	NA	NA	NA	0	0	0	0	0	0.008979	24.385581	0.212010264604811
hsa-mir-548x	MIR548XHG	-0.511	0.659	3	0	0	1.010676	0.00964510996563574	0	0	6.035852	0.0587423298969072
hsa-mir-550a-1	ZNRF2	0.155	0.00892	282	0	3.576406	16.36492	4.23956866323024	2.165136	11.372928	46.314373	12.1678887216495
hsa-mir-551a	MEGF6	-0.0373	0.633	166	0	0.162535	11.00769	0.493972017182131	0.022813	2.255537	22.382654	3.12902039862543
hsa-mir-552	AC099565.1	0.437	1.69e-11	216	0	160.9735	996.3788	217.684766783505	0	0.044801	4.012162	0.0977300103092783
hsa-mir-553	RTCA	NA	NA	NA	0	0	0	0	2.881464	22.83809	46.732927	22.7398388453608
hsa-mir-554	AL365436.2	NA	NA	NA	0	0	0.392901	0.00241807903780069	0	0.076708	1.484125	0.119092542955326
hsa-mir-554	TUFT1	NA	NA	NA	0	0	0.392901	0.00241807903780069	0.332751	17.255958	62.857477	18.0856626907216
hsa-mir-555	ASH1L	0.0312	0.888	23	0	0	3.423739	0.0461858453608247	0.294361	4.831237	22.104854	5.53995113745704
hsa-mir-556	NOS1AP	-0.201	0.00174	241	0	0.810646	9.327543	1.13812368728522	0	1.5567	8.287277	1.62298873195876
hsa-mir-5572	ARNT2	-0.398	0.602	4	0	0	0.454982	0.00407523367697595	0.011249	0.787307	16.712136	1.44845764948454
hsa-mir-5579	TENM4	-0.00279	0.98	86	0	0	1.186234	0.0943961030927835	0.00964	0.277449	3.163556	0.493482907216495
hsa-mir-558	BIRC6	-0.262	0.831	3	0	0	1.189728	0.00555581786941581	3.648808	16.804	29.032808	16.5981697869416
hsa-mir-5581	MEAF6	-0.175	0.0237	167	0	0.189088	2.379457	0.285980182130584	5.656608	46.910973	127.938922	47.5791968109966
hsa-mir-5582	CKAP5	-0.0946	0.375	90	0	0	2.486078	0.126964625429553	6.725955	34.119253	84.735774	35.0247063780069
hsa-mir-5583-2	MIR924HG	0.973	0.0272	4	0	0	0.287871	0.00410337800687285	0	1.04097	11.788365	1.36013725773196
hsa-mir-5584	RNF220	0.164	0.756	6	0	0	0.394389	0.0057603264604811	0	0.078209	2.133981	0.168509027491409
hsa-mir-5585	TMEM39B	0.0349	0.894	17	0	0	0.499831	0.01475835395189	0.794763	10.837821	44.149615	10.8928163230241
hsa-mir-5586	RTN1	0.397	3.1e-11	259	0	1.118392	12.59485	1.43408411683849	0	0.470949	10.839548	0.828283903780069
hsa-mir-5587	CAPN15	0.121	0.724	11	0	0	0.845648	0.0129294158075601	0.732748	19.319875	46.004817	20.3377552680412
hsa-mir-5588	EHHADH	0.0226	0.816	109	0	0	2.935215	0.151616154639175	0.35221	6.229902	23.94925	6.98382126804124
hsa-mir-559	EPCAM	0.22	0.0011	217	0	0.438957	5.098821	0.715108388316151	0.346066	1014.77519	2647.303576	1038.40073697251
hsa-mir-5590	ACMSD	NA	NA	NA	0	0	0	0	0	0.01538	4.535939	0.0792247628865979
hsa-mir-5591	KLB	NA	NA	NA	0	0	0	0	0	0.083517	2.121445	0.139312340206186
hsa-mir-561	GULP1	0.183	0.0122	187	0	0.264841	6.939102	0.464467896907217	0.079295	2.808811	34.711635	4.08928590378007
hsa-mir-562	DIS3L2	NA	NA	NA	0	0	0	0	1.728437	9.362137	16.008858	9.26421966666667
hsa-mir-563	AC090945.1	NA	NA	NA	0	0	0	0	0	0.045714	3.094123	0.0952301786941581
hsa-mir-564	KIF15	0.0851	0.622	36	0	0	2.250314	0.0554985085910653	0	1.821078	11.214771	2.07594873883161
hsa-mir-564	TMEM42	-0.0956	0.492	54	0	0	2.250314	0.0554985085910653	0.320298	10.115396	34.34896	10.8288334570447
hsa-mir-566	SEMA3F	NA	NA	NA	0	0	0	0	0.617057	10.917011	72.937613	14.125505975945
hsa-mir-567	C3orf52	0.0257	0.944	10	0	0	0.94544	0.0110010824742268	0.359927	9.897538	40.545562	10.9382305395189
hsa-mir-568	AC093010.2	NA	NA	NA	0	0	0.203074	0.000697848797250859	0	1.096459	9.065146	1.33181902749141
hsa-mir-568	ZBTB20	NA	NA	NA	0	0	0.203074	0.000697848797250859	0.002203	0.067951	26.412872	0.379790780068729
hsa-mir-5682	STXBP5L	0.603	0.0497	11	0	0	1.499494	0.0151396563573883	0	0.00983	3.601301	0.053239824742268
hsa-mir-5687	PLPP1	-0.29	0.0034	100	0	0	1.129845	0.107799666666667	1.987261	23.023143	181.781731	27.3105301237113
hsa-mir-5688	CADM2	NA	NA	NA	0	0	0	0	0	0.00374	2.099267	0.0485903642611684
hsa-mir-5689	MIR5689HG	NA	NA	NA	0	0	0	0	0	0	0.269871	0.011635175257732
hsa-mir-569	TNIK	NA	NA	NA	0	0	0	0	0.093136	5.070317	18.789397	5.62597415120275
hsa-mir-5690	FKBP5	0.231	0.00512	145	0	0.09875	2.935215	0.233130034364261	2.203799	15.670386	145.051124	17.7946318213058
hsa-mir-5691	SCUBE2	-0.343	0.275	12	0	0	0.520717	0.0101837594501718	0.024509	0.866675	11.277678	1.57035150515464
hsa-mir-5692c-2	AC079781.5	0.802	0.407	3	0	0	0.296137	0.00245801030927835	0	0.9184	3.920044	1.00678201030928
hsa-mir-5697	NMNAT1	0.0899	0.643	29	0	0	0.736796	0.0277284948453608	0.781105	5.468452	18.226638	5.76928096907216
hsa-mir-5698	NUP210L	0.289	0.00354	100	0	0.323755	9.001255	0.585311	0	0	0.094445	0.00640136426116839
hsa-mir-5699	DIP2C	-0.0207	0.762	217	0	0.53531	4.672683	0.683859604810997	0	0.423991	4.634714	0.663466054982818
hsa-mir-570	MUC20-OT1	0.29	4.2e-06	243	0	0.595072	6.790035	0.928002628865979	0.428523	3.499577	15.21203	4.17169797938144
hsa-mir-5703	AGFG1	-0.0888	0.168	243	0	0.605519	4.65759	0.852076927835052	1.323945	4.369176	39.163297	4.87731549828179
hsa-mir-5704	CPNE4	NA	NA	NA	0	0	0	0	0	0.007178	2.169223	0.0507190721649485
hsa-mir-5706	DMXL1	-0.0362	0.605	206	0	0.324546	3.591499	0.435564350515464	0.076408	1.760233	9.738962	2.03350643986254
hsa-mir-571	ZNF141	NA	NA	NA	0	0	0	0	0.013701	1.617054	11.572506	1.72380872852234
hsa-mir-573	DHX15	0.0468	0.611	121	0	0.129736	6.350591	0.427757384879725	0	0.216079	9.703317	0.325468573883162
hsa-mir-574	FAM114A1	0.327	3.23e-08	272	4.113708	50.85798	984.3242	88.888461862543	2.120985	14.649428	107.624941	17.5975346769759
hsa-mir-575	SCD5	NA	NA	NA	0	0	0	0	0.17415	2.790106	20.058243	3.86399281786942
hsa-mir-576	SEC24B	-0.0894	0.135	281	1.01018	8.07579	55.56552	9.79007436426117	1.805322	10.882208	24.80762	11.2193545601375
hsa-mir-577	UGT8	0.416	8.79e-13	271	0	25.07003	1250.144	51.3298253333333	0.122716	18.411123	78.053963	21.3203453092784
hsa-mir-578	CPE	0.0197	0.918	30	0	0	0.665079	0.0290047010309278	0.356511	9.818599	204.890892	16.7403985498282
hsa-mir-5787	GNAI2	NA	NA	NA	0	0	0	0	0	0.285005	7.938736	0.461987474226804
hsa-mir-579	ZFR	-0.142	0.0354	221	0	0.382295	5.763742	0.595803560137457	1.683289	21.601708	44.145508	22.041657975945
hsa-mir-580	LMBRD2	0.0612	0.365	221	0	0.43694	13.11151	0.700749395189003	0.584581	2.975582	15.51456	3.29925082817869
hsa-mir-581	ARL15	0.0957	0.181	197	0	0.314396	6.201558	0.517676505154639	0.826422	7.283448	31.877965	7.86910005154639
hsa-mir-582	PDE4D	0.245	5.48e-05	265	4.159098	249.995	2029.225	325.992157415808	0.016176	0.494345	8.276778	0.674967804123711
hsa-mir-583	AC104123.1	NA	NA	NA	0	0	0	0	0	0	0.954067	0.0265750412371134
hsa-mir-583	MIR583HG	NA	NA	NA	0	0	0	0	0	0	0.271575	0.0184026151202749
hsa-mir-584	SH3TC2	0.627	2.73e-31	273	13.40291	253.7959	2265.925	333.434325773196	0	1.506031	10.641266	1.79423862542955
hsa-mir-585	SLIT3	0.0564	0.496	148	0	0.108385	2.586957	0.248464670103093	0	1.419776	41.961593	2.74147373195876
hsa-mir-586	SUPT3H	0.931	0.237	3	0	0	0.26417	0.00307617525773196	0.265555	4.0869	10.447136	4.2585651580756
hsa-mir-589	FBXL18	0.0427	0.485	270	11.16412	50.15491	379.5177	65.9550527835052	0.240093	2.372956	9.715478	2.66159536769759
hsa-mir-590	EIF4H	-0.0374	0.55	258	0	15.60252	97.3741	18.8870145704467	33.785021	203.555434	558.640222	200.024453862543
hsa-mir-591	SLC25A13	0.425	0.721	3	0	0	0.481578	0.00486964261168385	2.913921	15.806943	52.629944	16.2480910137457
hsa-mir-592	GRM8	0.832	1.85e-71	274	0	15.6205	224.0716	31.0529287010309	0	2.250173	30.481486	4.24109632646048
hsa-mir-593	SND1	NA	NA	NA	0	0	0	0	11.977342	117.712917	254.731271	116.823409446735
hsa-mir-595	PTPRN2	NA	NA	NA	0	0	0	0	0.129998	7.692048	132.537632	11.1266426666667
hsa-mir-596	AC019257.8	0.352	0.181	16	0	0	1.040686	0.0294767422680412	0	0.043485	3.272954	0.154235041237113
hsa-mir-597	TNKS	-0.0931	0.443	70	0	0	1.473818	0.0850976838487972	1.140238	4.671779	13.540194	5.13968894845361
hsa-mir-598	XKR6	0.684	2.27e-33	232	0	11.28208	174.8462	16.5551240446735	0	0.067759	0.746028	0.122291154639175
hsa-mir-600	MIR600HG	-0.124	0.313	68	0	0	2.933902	0.0910329931271478	0.07047	0.70774	4.200898	0.910211326460481
hsa-mir-600	STRBP	0.2	0.198	43	0	0	2.933902	0.0910329931271478	0	0.072362	4.079627	0.279459910652921
hsa-mir-601	DENND1A	0.511	0.489	4	0	0	0.497665	0.00400923024054983	2.417921	17.663481	78.186969	19.4132373608247
hsa-mir-602	EHMT1	-0.903	0.283	3	0	0	0.423452	0.00250062886597938	0	0.010139	0.122312	0.0164686391752577
hsa-mir-603	KIAA1217	0.234	0.766	4	0	0	0.372743	0.00456208591065292	0.131119	3.306492	12.467483	3.80991395532646
hsa-mir-604	SVIL	-0.944	0.0158	5	0	0	0.650759	0.00621904810996564	1.172013	11.627795	75.502601	13.4118598797251
hsa-mir-605	PRKG1	0.0726	0.294	211	0	0.371894	19.07036	0.76555847766323	0.012857	1.328581	10.333772	1.66481294158076
hsa-mir-606	LRMDA	NA	NA	NA	0	0	0	0	0	0.280968	1.74827	0.401658532646048
hsa-mir-6070	HSF2BP	NA	NA	NA	0	0	0	0	0.048042	0.408074	2.808653	0.521853364261168
hsa-mir-6073	SOX6	-0.134	0.532	24	0	0	0.541766	0.0263257560137457	0	0.239758	7.192542	0.451674728522337
hsa-mir-6075	LPCAT1	NA	NA	NA	0	0	0	0	1.041912	10.634738	85.416313	13.0099436632302
hsa-mir-6079	AL451062.2	NA	NA	NA	0	0	0	0	0	0	0.324359	0.006935264604811
hsa-mir-6079	ST3GAL3	NA	NA	NA	0	0	0	0	0.259476	2.251343	46.435115	2.54842636082474
hsa-mir-608	SEMA4G	NA	NA	NA	0	0	0.239262	0.00134335395189003	0.0519	13.501791	74.744653	15.7116141271478
hsa-mir-6081	AOPEP	NA	NA	NA	0	0	0	0	2.158838	19.677019	176.507316	22.480778604811
hsa-mir-6083	KALRN	NA	NA	NA	0	0	0	0	0.010842	0.586067	5.479646	0.890555285223368
hsa-mir-6084	PINK1	-0.231	0.188	34	0	0	2.054244	0.0508275223367698	0.761524	18.977815	81.60793	20.5900536701031
hsa-mir-6086	EGFL6	NA	NA	NA	0	0	0	0	0.042187	1.231308	20.050602	1.98514371134021
hsa-mir-609	CFAP43	NA	NA	NA	0	0	0.281826	0.00132370446735395	0	0.149626	1.676901	0.201786553264605
hsa-mir-611	TMEM258	-0.415	0.0106	37	0	0	1.55253	0.0510927697594502	12.525711	205.890261	381.310619	203.791766835052
hsa-mir-612	NEAT1	0.0641	0.524	101	0	0	9.446072	0.196083388316151	0.051554	0.601695	1035.120202	12.9551693436426
hsa-mir-6124	MICAL2	NA	NA	NA	0	0	0.083438	0.00028672852233677	0.024162	12.81913	70.779125	14.38377595189
hsa-mir-6125	USP15	0.201	0.00553	189	0	0.290525	10.37473	0.569342319587629	1.037746	8.939276	40.144816	9.60803301718213
hsa-mir-613	APOLD1	NA	NA	NA	0	0	0.182827	0.00062827147766323	0	0.755404	19.373229	1.32924509278351
hsa-mir-6130	AP001116.1	NA	NA	NA	0	0	0.182974	0.000628776632302405	0	0	0.096652	0.000498879725085911
hsa-mir-6132	AC106873.8	-0.113	0.617	22	0	0	2.379457	0.0859816804123711	0	0	3.132536	0.0793405670103093
hsa-mir-6132	ST7	-0.305	0.0212	57	0	0	2.379457	0.0859816804123711	1.818266	15.089221	33.514555	15.6193485051546
hsa-mir-6132	ST7-OT4	0.0387	0.828	34	0	0	2.379457	0.0859816804123711	0	0.082774	0.878119	0.131479202749141
hsa-mir-6133	EXOC4	NA	NA	NA	0	0	0.117169	0.000402642611683849	7.33444	22.685354	49.556522	24.3954459862543
hsa-mir-614	GPRC5A	-0.0777	0.454	95	0	0	4.474455	0.184454082474227	0.011495	65.301275	412.463991	77.8957651099656
hsa-mir-615	AC012531.2	0.552	4.85e-14	159	0	0.488782	148.7045	2.37291424054983	0	0.050464	9.521247	0.282219604810997
hsa-mir-615	AC012531.3	0.705	0.0104	12	0	0.488782	148.7045	2.37291424054983	0	0	0.349033	0.00816462886597938
hsa-mir-615	HOXC4	0.563	4.18e-10	105	0	0.488782	148.7045	2.37291424054983	0	0	4.932009	0.143060738831615
hsa-mir-615	HOXC5	0.441	1.17e-06	112	0	0.488782	148.7045	2.37291424054983	0	0	5.982776	0.0790023333333333
hsa-mir-616	AC022506.1	-0.156	0.802	5	0	2.131569	26.03586	3.20853149140893	0	0	3.457264	0.0550352542955326
hsa-mir-616	DDIT3	0.103	0.0902	272	0	2.131569	26.03586	3.20853149140893	0.246498	26.418423	135.570081	31.9717013230241
hsa-mir-6165	NGFR	NA	NA	NA	0	0	0.211088	0.000725388316151203	0.011379	0.464578	24.111146	1.33607798969072
hsa-mir-617	LIN7A	-0.451	0.549	4	0	0	0.267655	0.00251285910652921	0.006589	0.434153	53.912133	1.37162318213058
hsa-mir-618	LIN7A	0.345	7.32e-07	196	0	0.296071	30.72367	0.684300773195876	0.006589	0.434153	53.912133	1.37328016151203
hsa-mir-619	SSH1	NA	NA	NA	0	0	0.736796	0.00253194501718213	0.867929	3.864281	10.999012	4.07358000343643
hsa-mir-620	MED13L	NA	NA	NA	0	0	0	0	0.647416	5.38288	27.562063	5.91648596907217
hsa-mir-621	SLC25A15	-0.104	0.69	17	0	0	0.555294	0.0133619312714777	1.31016	9.722583	29.816711	10.5293703333333
hsa-mir-623	UBAC2	-0.0139	0.979	6	0	0	0.740874	0.0101670652920962	4.962649	63.460617	175.779738	68.1620940412371
hsa-mir-624	STRN3	0.0394	0.52	268	0	1.050452	7.193274	1.29198083848797	1.471177	6.785326	17.563862	7.09746513402062
hsa-mir-625	FUT8	0.595	7.76e-29	287	19.66363	352.6469	6108.131	512.199158453608	2.309381	18.343234	90.480955	20.876601975945
hsa-mir-626	MGA	NA	NA	NA	0	0	0	0	0.091164	3.411225	15.071562	3.77427929896907
hsa-mir-627	VPS39	-0.18	0.00327	266	0	1.596995	15.52008	2.0649676185567	1.51183	13.37518	26.727421	13.251465347079
hsa-mir-628	CCPG1	0.13	0.0362	261	0	5.876725	117.2226	8.04074578006873	2.825935	19.166477	64.123018	20.5406015876289
hsa-mir-628	DNAAF4-CCPG1	0.117	0.233	105	0	5.876725	117.2226	8.04074578006873	0	0	2.022533	0.215978051546392
hsa-mir-629	TLE3	0.0597	0.325	274	2.739704	106.4579	609.0726	120.104561628866	1.873948	15.272718	70.049911	15.9395633505155
hsa-mir-630	ARIH1	0.21	0.652	7	0	0	0.525226	0.00579392439862543	0.145301	1.005864	7.071349	1.07620729896907
hsa-mir-632	AC005899.4	-0.529	0.645	3	0	0.372042	9.001255	0.55735441580756	0	0	0.299539	0.00244056013745704
hsa-mir-632	ZNF207	-0.0316	0.649	210	0	0.372042	9.001255	0.55735441580756	17.365097	79.265476	148.71819	79.1027311271478
hsa-mir-634	PRKCA	NA	NA	NA	0	0	0	0	0.24909	5.143221	25.646963	5.83552091752577
hsa-mir-635	WIPI1	0.408	0.423	6	0	0	0.555294	0.00748145704467354	1.001835	23.553833	112.639842	26.8691007010309
hsa-mir-636	SRSF2	-0.0315	0.711	141	0	0.061745	2.554927	0.230950810996564	18.72761	116.304916	225.363979	117.103330862543
hsa-mir-637	DAPK3	NA	NA	NA	0	0	0.2061	0.00112820274914089	0.588057	24.374804	70.865547	24.1986606975945
hsa-mir-638	DNM2	-0.512	0.195	8	0	0	0.552162	0.0066676735395189	6.256	77.909884	220.271635	83.2013781993127
hsa-mir-639	TECR	0.00573	0.931	230	0	0.44199	10.2931	0.740500309278351	6.220146	188.376647	449.649413	186.870303756014
hsa-mir-640	GATAD2A	0.927	0.245	3	0	0	0.283425	0.00264627835051546	0.893122	11.602069	44.662032	13.4886278247423
hsa-mir-641	AKT2	-0.143	0.0779	152	0	0.145262	2.431938	0.247714305841924	3.06468	23.843117	86.882349	24.4460899140893
hsa-mir-642a	GIPR	0.465	1.06e-15	266	0	1.708889	181.0793	5.36204051546392	0.007106	0.426805	7.840135	0.750921917525773
hsa-mir-643	ZNF766	-0.012	0.853	241	0	0.559409	5.926988	0.730562563573883	2.183176	6.370939	15.237091	6.72359212371134
hsa-mir-644a	ITCH	NA	NA	NA	0	0	0	0	3.586237	15.549552	53.898721	17.8371407525773
hsa-mir-646	MIR646HG	NA	NA	NA	0	0	0	0	0	0.062644	4.686397	0.240164024054983
hsa-mir-647	UCKL1	-0.756	0.0302	8	0	0	0.507361	0.00741310652920962	0.902328	29.097282	97.141315	31.4438434054983
hsa-mir-648	MICAL3	NA	NA	NA	0	0	0	0	0.606841	5.427811	20.193443	5.74562321649485
hsa-mir-6499	FAT2	-0.158	0.765	6	0	0	1.225205	0.0118068144329897	0	0.02345	6.600854	0.0566746529209622
hsa-mir-650	IGLV2-8	0.0197	0.954	11	0	0	0.934537	0.0107269862542955	0	21.141928	1443.270026	79.7967563058419
hsa-mir-6501	SON	0.0155	0.851	148	0	0.116903	5.625784	0.283439975945017	10.417176	33.192637	77.553406	33.9666892474227
hsa-mir-6502	IRAK3	-0.0326	0.718	125	0	0	3.781373	0.189512178694158	0.026393	0.73515	15.458392	1.07884509965636
hsa-mir-6503	MS4A4E	0.115	0.146	161	0	0.164346	2.561771	0.266573642611684	0	0.071721	0.781647	0.102543391752577
hsa-mir-6504	CMIP	0.0285	0.914	17	0	0	1.170168	0.0181788006872852	2.557041	33.248806	100.531057	33.7432110309278
hsa-mir-6505	PFKM	0.0947	0.541	44	0	0	0.935736	0.0444903951890034	3.513298	25.448854	67.613499	26.1482492886598
hsa-mir-6506	MARF1	-0.17	0.215	55	0	0	0.994323	0.0573684364261168	0.3796	8.166701	20.468688	8.3718286185567
hsa-mir-6507	HPSE2	0.325	0.0021	87	0	0	8.325485	0.232074529209622	0	0.036366	4.807203	0.124478171821306
hsa-mir-6508	GET1-SH3BGR	-0.205	0.229	36	0	0	1.040686	0.0383684089347079	0	0.287926	3.284603	0.386129309278351
hsa-mir-6508	SH3BGR	0.197	0.235	38	0	0	1.040686	0.0383684089347079	0	1.729679	15.071939	2.00715595189003
hsa-mir-6509	WDR91	-0.000343	0.996	237	0	0.478525	6.769323	0.748163268041237	0.382789	2.204655	17.88605	2.51395903092784
hsa-mir-651	AC079142.1	0.417	2.02e-12	262	0	2.379945	25.93057	3.43029989690722	0	0.239196	3.740578	0.324058484536082
hsa-mir-6510	KRT15	0.135	0.095	154	0	0.138157	5.763742	0.318433024054983	0	4.782214	49.464571	6.26629753264605
hsa-mir-6511a-1	NPIPA1	NA	NA	NA	0	0	0	0	0.233997	5.65353	17.948546	5.99039165979381
hsa-mir-6511a-2	AC138969.1	NA	NA	NA	0	0	0	0	0	10.719841	36.570073	11.4298075223368
hsa-mir-6511a-4	AC126755.5	NA	NA	NA	0	0	0	0	0	0.074474	10.00826	0.900108439862543
hsa-mir-6511b-1	PKD1	0.00405	0.951	237	0	0.592142	42.54158	1.49022716151203	0.331626	4.358588	19.990492	4.8059168556701
hsa-mir-6512	AC019080.1	0.0458	0.907	9	0	0	0.499831	0.00997105498281787	0.017288	0.282802	3.724374	0.34512976975945
hsa-mir-6512	NFE2L2	0.00741	0.985	9	0	0	0.499831	0.00997105498281787	0	0.210394	1.904181	0.285141484536082
hsa-mir-6513	TMBIM1	0.0183	0.852	106	0	0	2.081371	0.130804907216495	14.731994	165.604907	557.091588	172.268266512027
hsa-mir-6514	NXF1	-0.12	0.114	175	0	0.214733	2.935215	0.321948192439863	2.991212	34.278307	84.07461	34.0167201443299
hsa-mir-6515	CALR	-0.0909	0.317	123	0	0	1.509475	0.166743982817869	81.695637	654.96208	1475.242176	663.46196643299
hsa-mir-6516	SCARNA16	0.612	9.33e-05	35	0	0.316306	4.508115	0.493815240549828	0	0	694.410504	11.2671678934708
hsa-mir-6516	SEC14L1	-0.0345	0.767	76	0	0.316306	4.508115	0.493815240549828	0	0	1.60366	0.041642560137457
hsa-mir-6516	SNHG20	0.215	0.00171	210	0	0.316306	4.508115	0.493815240549828	1.381579	6.153402	23.108066	6.47945286254296
hsa-mir-652	TMEM164	0.271	5.72e-06	273	3.681142	27.96729	167.6484	35.5560476666667	3.280791	18.050265	70.736553	19.9510352130584
hsa-mir-653	CALCR	0.567	3.46e-20	221	0	2.647232	124.7981	5.49841630584192	0	0.027469	2.467719	0.0608669553264605
hsa-mir-655	MIR381HG	0.678	0.322	4	0	1.717455	43.43347	2.1905644742268	0	0	0.201138	0.00159657731958763
hsa-mir-657	AATK	0.52	0.0834	12	0	0	1.040686	0.0139873573883162	0.025404	1.037001	17.535349	1.81243343642612
hsa-mir-658	ANKRD54	0.07	0.379	160	0	0.219321	7.338038	0.36426441580756	0.184038	9.649564	25.254835	9.89509337457045
hsa-mir-659	ANKRD54	-0.0407	0.749	64	0	0.949129	12.10163	1.12265182130584	0	0	0.40711	0.0233450687285223
hsa-mir-660	CLCN5	0.469	2.04e-16	275	1.509475	42.64619	582.6825	61.8255209828179	0.23224	2.715867	12.458683	3.17391837113402
hsa-mir-661	PLEC	-0.371	0.629	4	0	0	0.322008	0.00377851890034364	1.887979	35.276606	150.000513	38.7683979553265
hsa-mir-663a	MIR663AHG	NA	NA	NA	0	0	0.283268	0.000973429553264605	0	0	2.68274	0.0495533642611684
hsa-mir-663b	ANKRD30BL	NA	NA	NA	0	0	0.851642	0.011253264604811	0	0	0.022378	0.000310972508591065
hsa-mir-664a	RAB3GAP2	0.0243	0.686	279	2.499157	15.54816	600.6472	21.1820269862543	1.04457	6.344939	19.484736	6.62817800687285
hsa-mir-664a	SNORA36B	0.838	0.367	3	2.499157	15.54816	600.6472	21.1820269862543	0	0	33.627765	0.247458989690722
hsa-mir-664b	DKC1	0.0124	0.842	260	0	2.35069	65.61036	3.42613408934708	10.088256	75.647794	237.59029	80.8369177250859
hsa-mir-664b	SNORA36A	0.3	0.4	10	0	2.35069	65.61036	3.42613408934708	0	0	63.661875	0.650605051546392
hsa-mir-665	AL117190.1	-0.0233	0.922	20	0	0.189826	3.631561	0.286948587628866	0	0	0.202165	0.00532416494845361
hsa-mir-670	AC068205.1	NA	NA	NA	0	0	0.713534	0.010322116838488	0	0	0.068493	0.000235371134020619
